"BehaviorSpace results (NetLogo 6.1.1)"
"coc00031.nlogo"
"Allv3"
"03/02/2020 05:00:27:711 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-8","8"
"[run number]","number-of-lanes","max-patience","acceleration","number-of-cars","deceleration","[step]","[speed] of selected-car"
"14779","6","81","0.006","151","0.08","999","0.1760000000000001"
"14782","6","81","0.006","161","0.04","999","0.029999999999999978"
"14783","6","81","0.006","161","0.06","999","0.2760000000000002"
"14784","6","81","0.006","161","0.08","999","0.07600000000000001"
"14786","6","81","0.006","171","0.02","999","0.17400000000000007"
"14785","6","81","0.006","161","0.1","999","0.2520000000000002"
"14787","6","81","0.006","171","0.04","999","0.019999999999999997"
"14788","6","81","0.006","171","0.06","999","0.078"
"14790","6","81","0.006","171","0.1","999","0.15200000000000027"
"14789","6","81","0.006","171","0.08","999","0"
"14791","6","81","0.006","181","0.02","999","0"
"14792","6","81","0.006","181","0.04","999","0.08200000000000003"
"14793","6","81","0.006","181","0.06","999","0.03"
"14794","6","81","0.006","181","0.08","999","0.08000000000000014"
"14801","6","81","0.008","1","0.02","999","0"
"14802","6","81","0.008","1","0.04","999","0"
"14803","6","81","0.008","1","0.06","999","0"
"14795","6","81","0.006","181","0.1","999","0"
"14804","6","81","0.008","1","0.08","999","0"
"14805","6","81","0.008","1","0.1","999","0"
"14796","6","81","0.006","191","0.02","999","0.12800000000000003"
"14806","6","81","0.008","11","0.02","999","0.9411075714040348"
"14807","6","81","0.008","11","0.04","999","0.537399055779584"
"14808","6","81","0.008","11","0.06","999","0.6604509000100773"
"14809","6","81","0.008","11","0.08","999","0.635321225723854"
"14810","6","81","0.008","11","0.1","999","0.41063806192496555"
"14797","6","81","0.006","191","0.04","999","0.04600000000000002"
"14811","6","81","0.008","21","0.02","999","0.6488529830944045"
"14812","6","81","0.008","21","0.04","999","0.5114650444430493"
"14813","6","81","0.008","21","0.06","999","0"
"14814","6","81","0.008","21","0.08","999","0.6038732017905037"
"14815","6","81","0.008","21","0.1","999","0"
"14816","6","81","0.008","31","0.02","999","0.6676917517650826"
"14817","6","81","0.008","31","0.04","999","0.591394752619895"
"14818","6","81","0.008","31","0.06","999","0.4892175312439732"
"14799","6","81","0.006","191","0.08","999","0.08400000000000012"
"14819","6","81","0.008","31","0.08","999","0.6042147503426811"
"14820","6","81","0.008","31","0.1","999","0.5770243948631186"
"14821","6","81","0.008","41","0.02","999","0.5081792990788228"
"14800","6","81","0.006","191","0.1","999","0.12600000000000003"
"14822","6","81","0.008","41","0.04","999","0.47015163350374595"
"14798","6","81","0.006","191","0.06","999","0.11400000000000003"
"14823","6","81","0.008","41","0.06","999","0.4825342891691747"
"14824","6","81","0.008","41","0.08","999","0.7520000000000006"
"14825","6","81","0.008","41","0.1","999","0.7320000000000012"
"14826","6","81","0.008","51","0.02","999","0.7120000000000005"
"14827","6","81","0.008","51","0.04","999","0.5884923092694382"
"14828","6","81","0.008","51","0.06","999","0.2640000000000002"
"14829","6","81","0.008","51","0.08","999","0.5520982015322213"
"14831","6","81","0.008","61","0.02","999","0.5718374375242669"
"14832","6","81","0.008","61","0.04","999","0.21600000000000016"
"14830","6","81","0.008","51","0.1","999","0.32400000000000023"
"14833","6","81","0.008","61","0.06","999","0.41600000000000054"
"14834","6","81","0.008","61","0.08","999","0.048000000000000306"
"14835","6","81","0.008","61","0.1","999","0.07200000000000012"
"14836","6","81","0.008","71","0.02","999","0.6588023170566726"
"14837","6","81","0.008","71","0.04","999","0.40800000000000036"
"14838","6","81","0.008","71","0.06","999","0.33600000000000024"
"14839","6","81","0.008","71","0.08","999","0.3840000000000003"
"14841","6","81","0.008","81","0.02","999","0.4760000000000005"
"14842","6","81","0.008","81","0.04","999","0.5657491623538269"
"14840","6","81","0.008","71","0.1","999","0.1520000000000004"
"14843","6","81","0.008","81","0.06","999","0.48149854629513417"
"14844","6","81","0.008","81","0.08","999","0.41600000000000115"
"14845","6","81","0.008","81","0.1","999","0"
"14847","6","81","0.008","91","0.04","999","0.3520000000000004"
"14846","6","81","0.008","91","0.02","999","0.35600000000000026"
"14848","6","81","0.008","91","0.06","999","0.25200000000000033"
"14849","6","81","0.008","91","0.08","999","0.088"
"14850","6","81","0.008","91","0.1","999","0.20400000000000015"
"14851","6","81","0.008","101","0.02","999","0.33200000000000024"
"14852","6","81","0.008","101","0.04","999","0.3200000000000003"
"14853","6","81","0.008","101","0.06","999","0.2840000000000002"
"14854","6","81","0.008","101","0.08","999","0"
"14855","6","81","0.008","101","0.1","999","0.1"
"14856","6","81","0.008","111","0.02","999","0.4200000000000004"
"14857","6","81","0.008","111","0.04","999","0.32000000000000023"
"14858","6","81","0.008","111","0.06","999","0.28400000000000025"
"14859","6","81","0.008","111","0.08","999","0.20800000000000043"
"14860","6","81","0.008","111","0.1","999","0.3840000000000003"
"14861","6","81","0.008","121","0.02","999","0.5428344227032316"
"14862","6","81","0.008","121","0.04","999","0.40800000000000036"
"14863","6","81","0.008","121","0.06","999","0"
"14864","6","81","0.008","121","0.08","999","0.3600000000000004"
"14865","6","81","0.008","121","0.1","999","0.064"
"14867","6","81","0.008","131","0.04","999","0.056"
"14866","6","81","0.008","131","0.02","999","0.3080000000000002"
"14868","6","81","0.008","131","0.06","999","0.1360000000000001"
"14869","6","81","0.008","131","0.08","999","0.096"
"14870","6","81","0.008","131","0.1","999","0.15200000000000022"
"14871","6","81","0.008","141","0.02","999","0.08800000000000002"
"14872","6","81","0.008","141","0.04","999","0"
"14873","6","81","0.008","141","0.06","999","0"
"14874","6","81","0.008","141","0.08","999","0.17600000000000035"
"14876","6","81","0.008","151","0.02","999","0.1760000000000001"
"14877","6","81","0.008","151","0.04","999","0.24000000000000016"
"14875","6","81","0.008","141","0.1","999","0.01600000000000025"
"14878","6","81","0.008","151","0.06","999","0.27200000000000035"
"14879","6","81","0.008","151","0.08","999","0.09600000000000061"
"14880","6","81","0.008","151","0.1","999","0.1920000000000006"
"14881","6","81","0.008","161","0.02","999","0.1320000000000001"
"14882","6","81","0.008","161","0.04","999","0.5680000000000005"
"14883","6","81","0.008","161","0.06","999","0.056"
"14884","6","81","0.008","161","0.08","999","0.008000000000000132"
"14886","6","81","0.008","171","0.02","999","0.24400000000000016"
"14885","6","81","0.008","161","0.1","999","0.1560000000000002"
"14887","6","81","0.008","171","0.04","999","0.26400000000000023"
"14888","6","81","0.008","171","0.06","999","0.08400000000000005"
"14889","6","81","0.008","171","0.08","999","0.032"
"14890","6","81","0.008","171","0.1","999","0.42400000000000043"
"14891","6","81","0.008","181","0.02","999","0.35600000000000104"
"14892","6","81","0.008","181","0.04","999","0"
"14893","6","81","0.008","181","0.06","999","0.10000000000000017"
"14901","6","81","0.01","1","0.02","999","0"
"14902","6","81","0.01","1","0.04","999","0"
"14903","6","81","0.01","1","0.06","999","0"
"14895","6","81","0.008","181","0.1","999","0.18800000000000067"
"14896","6","81","0.008","191","0.02","999","0.34400000000000025"
"14894","6","81","0.008","181","0.08","999","0.12000000000000025"
"14904","6","81","0.01","1","0.08","999","0"
"14905","6","81","0.01","1","0.1","999","0"
"14897","6","81","0.008","191","0.04","999","0.06400000000000002"
"14906","6","81","0.01","11","0.02","999","0.5494237052873786"
"14907","6","81","0.01","11","0.04","999","0.5261549576327402"
"14908","6","81","0.01","11","0.06","999","0"
"14909","6","81","0.01","11","0.08","999","0.6275812996269534"
"14910","6","81","0.01","11","0.1","999","0.6027131168035998"
"14911","6","81","0.01","21","0.02","999","0.5384670574651028"
"14913","6","81","0.01","21","0.06","999","0.7755454572554324"
"14912","6","81","0.01","21","0.04","999","0.4401292787981665"
"14914","6","81","0.01","21","0.08","999","0"
"14898","6","81","0.008","191","0.06","999","0.20000000000000012"
"14915","6","81","0.01","21","0.1","999","0.8408079005793561"
"14916","6","81","0.01","31","0.02","999","0.5682728983962367"
"14917","6","81","0.01","31","0.04","999","0.6222059748766886"
"14899","6","81","0.008","191","0.08","999","1.3877787807814457E-17"
"14918","6","81","0.01","31","0.06","999","0"
"14920","6","81","0.01","31","0.1","999","0.35000000000000037"
"14919","6","81","0.01","31","0.08","999","0.5474979334269583"
"14921","6","81","0.01","41","0.02","999","0.5564194690672812"
"14922","6","81","0.01","41","0.04","999","0.5152620519399638"
"14923","6","81","0.01","41","0.06","999","0.3764913192923145"
"14924","6","81","0.01","41","0.08","999","0.21000000000000058"
"14900","6","81","0.008","191","0.1","999","0.04400000000000023"
"14925","6","81","0.01","41","0.1","999","0.457084954201994"
"14926","6","81","0.01","51","0.02","999","0.6100000000000003"
"14927","6","81","0.01","51","0.04","999","0.7485199206848082"
"14928","6","81","0.01","51","0.06","999","0.5047215013269366"
"14929","6","81","0.01","51","0.08","999","0.697684886196378"
"14930","6","81","0.01","51","0.1","999","0.04"
"14931","6","81","0.01","61","0.02","999","0.6788017757654108"
"14932","6","81","0.01","61","0.04","999","0.6098487833139786"
"14934","6","81","0.01","61","0.08","999","0.18000000000000005"
"14935","6","81","0.01","61","0.1","999","0"
"14933","6","81","0.01","61","0.06","999","0.5822032897238949"
"14936","6","81","0.01","71","0.02","999","0.5348537124276461"
"14937","6","81","0.01","71","0.04","999","0.16000000000000003"
"14938","6","81","0.01","71","0.06","999","0.7500000000000006"
"14939","6","81","0.01","71","0.08","999","0.5700000000000003"
"14940","6","81","0.01","71","0.1","999","0.01000000000000007"
"14942","6","81","0.01","81","0.04","999","0.5791067389852086"
"14941","6","81","0.01","81","0.02","999","0.2700000000000002"
"14943","6","81","0.01","81","0.06","999","0.4700000000000003"
"14944","6","81","0.01","81","0.08","999","0.5882703748658855"
"14945","6","81","0.01","81","0.1","999","0.49000000000000066"
"14946","6","81","0.01","91","0.02","999","0.5262750679482091"
"14948","6","81","0.01","91","0.06","999","0.11999999999999997"
"14947","6","81","0.01","91","0.04","999","0.09999999999999999"
"14949","6","81","0.01","91","0.08","999","0"
"14950","6","81","0.01","91","0.1","999","0.48000000000000026"
"14952","6","81","0.01","101","0.04","999","0.8097121196917505"
"14953","6","81","0.01","101","0.06","999","0.08999999999999997"
"14951","6","81","0.01","101","0.02","999","0.5295269870116425"
"14954","6","81","0.01","101","0.08","999","0.2000000000000002"
"14955","6","81","0.01","101","0.1","999","0"
"14956","6","81","0.01","111","0.02","999","0.22000000000000003"
"14957","6","81","0.01","111","0.04","999","0.25000000000000006"
"14958","6","81","0.01","111","0.06","999","0.22000000000000003"
"14959","6","81","0.01","111","0.08","999","0.25000000000000006"
"14960","6","81","0.01","111","0.1","999","0.1300000000000002"
"14962","6","81","0.01","121","0.04","999","0.3700000000000002"
"14961","6","81","0.01","121","0.02","999","0.5600000000000013"
"14963","6","81","0.01","121","0.06","999","0.07999999999999999"
"14964","6","81","0.01","121","0.08","999","0.07999999999999995"
"14965","6","81","0.01","121","0.1","999","0.31000000000000016"
"14966","6","81","0.01","131","0.02","999","0.40000000000000024"
"14967","6","81","0.01","131","0.04","999","0.21000000000000005"
"14968","6","81","0.01","131","0.06","999","0.13999999999999999"
"14969","6","81","0.01","131","0.08","999","0.19000000000000003"
"14971","6","81","0.01","141","0.02","999","0.6308477006237032"
"14970","6","81","0.01","131","0.1","999","0.20000000000000007"
"14972","6","81","0.01","141","0.04","999","0.4400000000000002"
"14973","6","81","0.01","141","0.06","999","0.2600000000000002"
"14974","6","81","0.01","141","0.08","999","0.6590555337588389"
"14976","6","81","0.01","151","0.02","999","0.4600000000000004"
"14975","6","81","0.01","141","0.1","999","0.15999999999999984"
"14977","6","81","0.01","151","0.04","999","0.10999999999999999"
"14978","6","81","0.01","151","0.06","999","0.42000000000000026"
"14980","6","81","0.01","151","0.1","999","0.18"
"14979","6","81","0.01","151","0.08","999","0.13999999999999999"
"14981","6","81","0.01","161","0.02","999","0.47000000000000025"
"14982","6","81","0.01","161","0.04","999","0.46000000000000024"
"14983","6","81","0.01","161","0.06","999","0"
"14984","6","81","0.01","161","0.08","999","0.2800000000000002"
"14985","6","81","0.01","161","0.1","999","0.1299999999999999"
"14986","6","81","0.01","171","0.02","999","0.47000000000000036"
"14987","6","81","0.01","171","0.04","999","0"
"14988","6","81","0.01","171","0.06","999","0.06999999999999999"
"14989","6","81","0.01","171","0.08","999","0.08"
"14990","6","81","0.01","171","0.1","999","0.03"
"14991","6","81","0.01","181","0.02","999","0.4800000000000003"
"14992","6","81","0.01","181","0.04","999","0"
"14993","6","81","0.01","181","0.06","999","0.14000000000000007"
"15001","7","1","0.002","1","0.02","999","0"
"15002","7","1","0.002","1","0.04","999","0"
"14994","6","81","0.01","181","0.08","999","0.18000000000000002"
"15003","7","1","0.002","1","0.06","999","0"
"15004","7","1","0.002","1","0.08","999","0"
"14995","6","81","0.01","181","0.1","999","0.14999999999999997"
"15005","7","1","0.002","1","0.1","999","0"
"15006","7","1","0.002","11","0.02","999","0.6477722755861532"
"15007","7","1","0.002","11","0.04","999","0"
"15008","7","1","0.002","11","0.06","999","0.36200000000000027"
"14997","6","81","0.01","191","0.04","999","0.05"
"15009","7","1","0.002","11","0.08","999","0.44600000000000034"
"14998","6","81","0.01","191","0.06","999","0.04"
"15010","7","1","0.002","11","0.1","999","0.9640928185010234"
"15011","7","1","0.002","21","0.02","999","0"
"14996","6","81","0.01","191","0.02","999","0"
"15012","7","1","0.002","21","0.04","999","0.32400000000000023"
"15013","7","1","0.002","21","0.06","999","0.4720000000000007"
"15014","7","1","0.002","21","0.08","999","0.5000000000000003"
"15015","7","1","0.002","21","0.1","999","0.3680000000000002"
"15016","7","1","0.002","31","0.02","999","0.3640000000000003"
"15017","7","1","0.002","31","0.04","999","0.4460000000000005"
"15018","7","1","0.002","31","0.06","999","0.40400000000000075"
"15019","7","1","0.002","31","0.08","999","0.2520000000000003"
"14999","6","81","0.01","191","0.08","999","0.11999999999999994"
"15020","7","1","0.002","31","0.1","999","0.14200000000000004"
"15021","7","1","0.002","41","0.02","999","0.47600000000000037"
"15000","6","81","0.01","191","0.1","999","0.18000000000000002"
"15022","7","1","0.002","41","0.04","999","0.4540000000000006"
"15024","7","1","0.002","41","0.08","999","0.23400000000000037"
"15023","7","1","0.002","41","0.06","999","0"
"15025","7","1","0.002","41","0.1","999","0.2920000000000009"
"15026","7","1","0.002","51","0.02","999","0.16600000000000023"
"15027","7","1","0.002","51","0.04","999","0.1260000000000001"
"15028","7","1","0.002","51","0.06","999","0.21600000000000028"
"15029","7","1","0.002","51","0.08","999","0.3640000000000004"
"15030","7","1","0.002","51","0.1","999","0.10000000000000016"
"15031","7","1","0.002","61","0.02","999","0.3060000000000004"
"15033","7","1","0.002","61","0.06","999","0.1460000000000007"
"15032","7","1","0.002","61","0.04","999","0.15400000000000008"
"15035","7","1","0.002","61","0.1","999","0.12400000000000017"
"15034","7","1","0.002","61","0.08","999","0.30400000000000016"
"15036","7","1","0.002","71","0.02","999","0.3460000000000003"
"15037","7","1","0.002","71","0.04","999","0.3820000000000003"
"15038","7","1","0.002","71","0.06","999","0.18000000000000016"
"15039","7","1","0.002","71","0.08","999","0.3800000000000006"
"15040","7","1","0.002","71","0.1","999","0.1500000000000002"
"15042","7","1","0.002","81","0.04","999","0.12000000000000048"
"15041","7","1","0.002","81","0.02","999","0.32800000000000046"
"15043","7","1","0.002","81","0.06","999","0.2500000000000004"
"15044","7","1","0.002","81","0.08","999","0.15800000000000006"
"15045","7","1","0.002","81","0.1","999","0.05600000000000005"
"15046","7","1","0.002","91","0.02","999","0.28600000000000025"
"15047","7","1","0.002","91","0.04","999","0.3380000000000003"
"15048","7","1","0.002","91","0.06","999","0.03200000000000003"
"15049","7","1","0.002","91","0.08","999","6.938893903907228E-17"
"15051","7","1","0.002","101","0.02","999","0.22400000000000025"
"15050","7","1","0.002","91","0.1","999","0.04800000000000003"
"15052","7","1","0.002","101","0.04","999","0.07200000000000005"
"15053","7","1","0.002","101","0.06","999","0"
"15054","7","1","0.002","101","0.08","999","0.10400000000000036"
"15055","7","1","0.002","101","0.1","999","0.08200000000000016"
"15056","7","1","0.002","111","0.02","999","0.18400000000000027"
"15057","7","1","0.002","111","0.04","999","0.024000000000000327"
"15058","7","1","0.002","111","0.06","999","0.21000000000000046"
"15060","7","1","0.002","111","0.1","999","0.05600000000000005"
"15061","7","1","0.002","121","0.02","999","0.3240000000000003"
"15062","7","1","0.002","121","0.04","999","0.11200000000000009"
"15059","7","1","0.002","111","0.08","999","0.15400000000000005"
"15063","7","1","0.002","121","0.06","999","0.06200000000000004"
"15064","7","1","0.002","121","0.08","999","0.04000000000000002"
"15065","7","1","0.002","121","0.1","999","0.036000000000000094"
"15066","7","1","0.002","131","0.02","999","0.20600000000000032"
"15067","7","1","0.002","131","0.04","999","0.17200000000000013"
"15068","7","1","0.002","131","0.06","999","0.11400000000000027"
"15069","7","1","0.002","131","0.08","999","0.016"
"15070","7","1","0.002","131","0.1","999","0.13800000000000004"
"15071","7","1","0.002","141","0.02","999","0.24000000000000019"
"15072","7","1","0.002","141","0.04","999","0.07800000000000012"
"15073","7","1","0.002","141","0.06","999","0.09800000000000077"
"15074","7","1","0.002","141","0.08","999","0.1180000000000001"
"15075","7","1","0.002","141","0.1","999","0.050000000000000044"
"15076","7","1","0.002","151","0.02","999","0.2860000000000002"
"15077","7","1","0.002","151","0.04","999","0.1280000000000002"
"15078","7","1","0.002","151","0.06","999","0.020000000000000004"
"15079","7","1","0.002","151","0.08","999","0.08"
"15080","7","1","0.002","151","0.1","999","0.010000000000000009"
"15081","7","1","0.002","161","0.02","999","0.16600000000000034"
"15082","7","1","0.002","161","0.04","999","0.19400000000000017"
"15083","7","1","0.002","161","0.06","999","0.2840000000000002"
"15084","7","1","0.002","161","0.08","999","0.20400000000000018"
"15085","7","1","0.002","161","0.1","999","0.15000000000000005"
"15087","7","1","0.002","171","0.04","999","0.010000000000000434"
"15086","7","1","0.002","171","0.02","999","0.16400000000000012"
"15088","7","1","0.002","171","0.06","999","0.048000000000000126"
"15089","7","1","0.002","171","0.08","999","0.08"
"15090","7","1","0.002","171","0.1","999","0"
"15091","7","1","0.002","181","0.02","999","0.06600000000000004"
"15092","7","1","0.002","181","0.04","999","0.17200000000000013"
"15093","7","1","0.002","181","0.06","999","0.06"
"15101","7","1","0.004","1","0.02","999","0"
"15102","7","1","0.004","1","0.04","999","0"
"15094","7","1","0.002","181","0.08","999","0.1220000000000001"
"15103","7","1","0.004","1","0.06","999","0"
"15104","7","1","0.004","1","0.08","999","0"
"15096","7","1","0.002","191","0.02","999","0.12400000000000021"
"15105","7","1","0.004","1","0.1","999","0"
"15106","7","1","0.004","11","0.02","999","0"
"15095","7","1","0.002","181","0.1","999","0.2660000000000002"
"15107","7","1","0.004","11","0.04","999","0.6357535676031301"
"15097","7","1","0.002","191","0.04","999","0.16200000000000014"
"15108","7","1","0.004","11","0.06","999","0.5507255129933928"
"15109","7","1","0.004","11","0.08","999","0.9070162499897898"
"15110","7","1","0.004","11","0.1","999","0.048000000000000015"
"15111","7","1","0.004","21","0.02","999","0.5677898910686785"
"15112","7","1","0.004","21","0.04","999","0.9122405053044522"
"15113","7","1","0.004","21","0.06","999","0.5230996632546573"
"15114","7","1","0.004","21","0.08","999","0.646817801505206"
"15098","7","1","0.002","191","0.06","999","0.12200000000000005"
"15115","7","1","0.004","21","0.1","999","0.24000000000000024"
"15116","7","1","0.004","31","0.02","999","0"
"15117","7","1","0.004","31","0.04","999","0.17200000000000024"
"15118","7","1","0.004","31","0.06","999","0.47600000000000053"
"15119","7","1","0.004","31","0.08","999","0.33200000000000046"
"15120","7","1","0.004","31","0.1","999","0.44000000000000045"
"15099","7","1","0.002","191","0.08","999","0.042000000000000086"
"15121","7","1","0.004","41","0.02","999","0.7360000000000007"
"15122","7","1","0.004","41","0.04","999","0.6372400540233087"
"15123","7","1","0.004","41","0.06","999","0.5360000000000008"
"15124","7","1","0.004","41","0.08","999","0.15200000000000016"
"15125","7","1","0.004","41","0.1","999","0.30800000000000033"
"15126","7","1","0.004","51","0.02","999","0.682481772656486"
"15100","7","1","0.002","191","0.1","999","0.06400000000000004"
"15127","7","1","0.004","51","0.04","999","0.16800000000000045"
"15128","7","1","0.004","51","0.06","999","0.3960000000000004"
"15129","7","1","0.004","51","0.08","999","0.15200000000000005"
"15130","7","1","0.004","51","0.1","999","0.3440000000000005"
"15131","7","1","0.004","61","0.02","999","0.6360000000000006"
"15132","7","1","0.004","61","0.04","999","0.1760000000000003"
"15133","7","1","0.004","61","0.06","999","0"
"15134","7","1","0.004","61","0.08","999","0.4320000000000007"
"15135","7","1","0.004","61","0.1","999","0.1520000000000001"
"15137","7","1","0.004","71","0.04","999","0.44400000000000095"
"15138","7","1","0.004","71","0.06","999","0.18000000000000024"
"15136","7","1","0.004","71","0.02","999","0.4400000000000005"
"15139","7","1","0.004","71","0.08","999","0.38400000000000023"
"15140","7","1","0.004","71","0.1","999","0.3120000000000003"
"15141","7","1","0.004","81","0.02","999","0.32000000000000023"
"15142","7","1","0.004","81","0.04","999","0.5120000000000007"
"15143","7","1","0.004","81","0.06","999","0.3920000000000005"
"15144","7","1","0.004","81","0.08","999","0.04800000000000011"
"15145","7","1","0.004","81","0.1","999","0.31200000000000044"
"15147","7","1","0.004","91","0.04","999","0.23600000000000057"
"15146","7","1","0.004","91","0.02","999","0.20000000000000026"
"15148","7","1","0.004","91","0.06","999","0.18400000000000052"
"15149","7","1","0.004","91","0.08","999","0.4160000000000005"
"15150","7","1","0.004","91","0.1","999","0.20800000000000038"
"15151","7","1","0.004","101","0.02","999","0.5760000000000007"
"15152","7","1","0.004","101","0.04","999","0.10800000000000015"
"15153","7","1","0.004","101","0.06","999","0.18400000000000036"
"15154","7","1","0.004","101","0.08","999","0.08"
"15156","7","1","0.004","111","0.02","999","0.4400000000000004"
"15155","7","1","0.004","101","0.1","999","0.2600000000000004"
"15157","7","1","0.004","111","0.04","999","0.3960000000000003"
"15158","7","1","0.004","111","0.06","999","0.19600000000000017"
"15159","7","1","0.004","111","0.08","999","0.20400000000000024"
"15160","7","1","0.004","111","0.1","999","0.11200000000000002"
"15161","7","1","0.004","121","0.02","999","0.06400000000000013"
"15162","7","1","0.004","121","0.04","999","0.2280000000000003"
"15163","7","1","0.004","121","0.06","999","0.12000000000000016"
"15164","7","1","0.004","121","0.08","999","0.2480000000000003"
"15165","7","1","0.004","121","0.1","999","0.3880000000000004"
"15167","7","1","0.004","131","0.04","999","0.12400000000000026"
"15166","7","1","0.004","131","0.02","999","0.27200000000000046"
"15168","7","1","0.004","131","0.06","999","0.20800000000000016"
"15169","7","1","0.004","131","0.08","999","0.13200000000000017"
"15170","7","1","0.004","131","0.1","999","0.18400000000000025"
"15171","7","1","0.004","141","0.02","999","0.30000000000000066"
"15173","7","1","0.004","141","0.06","999","0.064"
"15172","7","1","0.004","141","0.04","999","0.40000000000000063"
"15174","7","1","0.004","141","0.08","999","0.4080000000000003"
"15175","7","1","0.004","141","0.1","999","0.1280000000000001"
"15176","7","1","0.004","151","0.02","999","0.1120000000000001"
"15177","7","1","0.004","151","0.04","999","0.08800000000000051"
"15178","7","1","0.004","151","0.06","999","0.23600000000000015"
"15179","7","1","0.004","151","0.08","999","0.12800000000000003"
"15180","7","1","0.004","151","0.1","999","0.0840000000000002"
"15182","7","1","0.004","161","0.04","999","0"
"15181","7","1","0.004","161","0.02","999","0.18000000000000022"
"15183","7","1","0.004","161","0.06","999","0.2880000000000005"
"15184","7","1","0.004","161","0.08","999","0.08"
"15185","7","1","0.004","161","0.1","999","0.12800000000000009"
"15186","7","1","0.004","171","0.02","999","0.18400000000000022"
"15187","7","1","0.004","171","0.04","999","0.1320000000000003"
"15188","7","1","0.004","171","0.06","999","0.22000000000000045"
"15189","7","1","0.004","171","0.08","999","0.02000000000000046"
"15191","7","1","0.004","181","0.02","999","0.3080000000000007"
"15190","7","1","0.004","171","0.1","999","0.036000000000000004"
"15192","7","1","0.004","181","0.04","999","0.06400000000000008"
"15193","7","1","0.004","181","0.06","999","0.23200000000000043"
"15201","7","1","0.006","1","0.02","999","0"
"15194","7","1","0.004","181","0.08","999","0.10800000000000022"
"15202","7","1","0.006","1","0.04","999","0"
"15203","7","1","0.006","1","0.06","999","0"
"15204","7","1","0.006","1","0.08","999","0"
"15205","7","1","0.006","1","0.1","999","0"
"15195","7","1","0.004","181","0.1","999","0.18800000000000064"
"15206","7","1","0.006","11","0.02","999","0.9759613310506967"
"15207","7","1","0.006","11","0.04","999","0.6115102243191829"
"15208","7","1","0.006","11","0.06","999","0.5382846971804677"
"15209","7","1","0.006","11","0.08","999","0.6070535913345789"
"15196","7","1","0.004","191","0.02","999","0"
"15210","7","1","0.006","11","0.1","999","0"
"15211","7","1","0.006","21","0.02","999","0.23000000000000018"
"15212","7","1","0.006","21","0.04","999","0.5640000000000004"
"15197","7","1","0.004","191","0.04","999","0.13600000000000015"
"15213","7","1","0.006","21","0.06","999","0"
"15214","7","1","0.006","21","0.08","999","0.03"
"15215","7","1","0.006","21","0.1","999","0.6037258532858337"
"15198","7","1","0.004","191","0.06","999","0.03200000000000005"
"15216","7","1","0.006","31","0.02","999","0.5097446859248002"
"15217","7","1","0.006","31","0.04","999","0.7945370337106663"
"15218","7","1","0.006","31","0.06","999","0"
"15219","7","1","0.006","31","0.08","999","0.5827727855018385"
"15220","7","1","0.006","31","0.1","999","0.4400000000000004"
"15221","7","1","0.006","41","0.02","999","0.6100000000000004"
"15222","7","1","0.006","41","0.04","999","0.14800000000000008"
"15224","7","1","0.006","41","0.08","999","0.5160000000000003"
"15223","7","1","0.006","41","0.06","999","0.036"
"15200","7","1","0.004","191","0.1","999","0.0520000000000002"
"15225","7","1","0.006","41","0.1","999","0.8118948181284733"
"15199","7","1","0.004","191","0.08","999","0.29200000000000026"
"15226","7","1","0.006","51","0.02","999","0.42800000000000027"
"15227","7","1","0.006","51","0.04","999","0.4220000000000003"
"15228","7","1","0.006","51","0.06","999","0.4678195148948527"
"15229","7","1","0.006","51","0.08","999","0.3720000000000005"
"15230","7","1","0.006","51","0.1","999","0.09800000000000003"
"15231","7","1","0.006","61","0.02","999","0.5419617932178054"
"15232","7","1","0.006","61","0.04","999","0.26600000000000057"
"15233","7","1","0.006","61","0.06","999","0.5126390867234412"
"15234","7","1","0.006","61","0.08","999","0.6321435572464946"
"15235","7","1","0.006","61","0.1","999","0.2960000000000004"
"15236","7","1","0.006","71","0.02","999","0.5760000000000004"
"15237","7","1","0.006","71","0.04","999","0.6140000000000007"
"15238","7","1","0.006","71","0.06","999","0"
"15239","7","1","0.006","71","0.08","999","0"
"15240","7","1","0.006","71","0.1","999","0"
"15242","7","1","0.006","81","0.04","999","0.18200000000000016"
"15241","7","1","0.006","81","0.02","999","0"
"15243","7","1","0.006","81","0.06","999","0.3360000000000004"
"15244","7","1","0.006","81","0.08","999","0.43600000000000105"
"15245","7","1","0.006","81","0.1","999","0.062000000000000076"
"15246","7","1","0.006","91","0.02","999","0.5280000000000004"
"15247","7","1","0.006","91","0.04","999","0.6320000000000007"
"15248","7","1","0.006","91","0.06","999","0.2700000000000002"
"15249","7","1","0.006","91","0.08","999","0.43400000000000083"
"15250","7","1","0.006","91","0.1","999","0.014000000000000304"
"15251","7","1","0.006","101","0.02","999","0.31000000000000016"
"15252","7","1","0.006","101","0.04","999","0"
"15253","7","1","0.006","101","0.06","999","0"
"15254","7","1","0.006","101","0.08","999","0.048"
"15255","7","1","0.006","101","0.1","999","0"
"15256","7","1","0.006","111","0.02","999","0.09600000000000002"
"15257","7","1","0.006","111","0.04","999","0.5530038398967734"
"15259","7","1","0.006","111","0.08","999","0.26200000000000073"
"15258","7","1","0.006","111","0.06","999","0.12600000000000033"
"15260","7","1","0.006","111","0.1","999","0"
"15261","7","1","0.006","121","0.02","999","0.6442219988644964"
